Text,Sentiment
Es un abuso que me cobren una cuota de mas voy a presentar mi queja a indecopi,negativo
Por favor dejen de mandarme estos mensajes porque yo no debo a nadie ,negativo
Y a nombre de quien esta ,positivo
No debo nada a Croacia ,negativo
Si continuan con estas molestias haré mi queja ante indecopi. ,negativo
Jodan a su madre. ,negativo
951365897,positivo
No estes acosando mensajes voy indecopi denunciar y la sbs,negativo
metame preso  ahi tengo comida gratis no jodan no hau trabajo ,positivo
Otra vez concha de tu madre ... deja de joder,negativo
vor averiguense bien a quien envían mensajes,negativo
No tengo trabajo ,positivo
Cuotas de que?,positivo
Kien es maria,negativo
Una consulta tengo una deuna en banco de credito,positivo
les debo .dejen de estar hostigandome .la q le debe es mi hermana ,positivo
No soy lilia.por favor gracias. Compré este chips. En centrales de Movistar..,negativo
Lárgate ala mierda,negativo
No jodan,negativo
No conozco a paola,negativo
Ya se deja de estar molestando x.f deja de llamar me incomoda,negativo
No debo nada porque me martirizan. Si continua tendré que denunciarte,negativo
Uii890,negativo
Sicario de mierda dejate de joder ,negativo
Uno de los francotiradores que asesinaron a los cuatro policías en ,negativo
Quién eres?,positivo
Te voy ha denunciar csm ya me cansaste estoy con mi dolor de la perdida de mi madre y estas que jodes ya te tengo identificado mierda,negativo
Vayanse a la mierda me tienen hasta la punta del huevo con sus mensajes,negativo
Maria Diaz 997946434 sjm ,positivo
 No tengo plata,positivo
Sige fallando el interne por fabor necesito que lo solucionen a i no esta locanales conpletos,positivo
Yono debo a ningún banco no molestes ok,negativo
Estan locos ustedes yo no tengo deuda o son unos ladrones.,negativo
Cobrale a tu vieja hijo de puta,negativo
Ni biem lo tenga abono y le informo,positivo
De de joder cagada,negativo
No  soy jines disculpe,negativo
to es un acoso!!!,negativo
. Chucos y no me molesten por favor,negativo
Y si me chupan la pinga????,negativo
Yo no debo nada 😠😠😠,negativo
Anda ofertale a la ptm,negativo
SI,positivo
No tengo deuda con interbank,negativo
Si confundió de número ,negativo
"Por favor no molestar, no me interesaaaa. Déjenme en paz.",negativo
No insista porfabor,negativo
Ya les informe que no debo nada que les pasa que siguen cobrando de que debo haganmelo sabet,negativo
Grasias por la reprogramaron ,positivo
Y si  te vas a la reconcha tu madre,negativo
Quién eres yo no tengo nada que ver con caja Sullana,negativo
Cancelar,positivo
Este no es su nume,negativo
Fuera ladrones en convenio con la ugel ,negativo
Dadfyuugghkj un😯😯😱🤢😥😧😦😦😯👍👍👍👍👍👍👁️👀,negativo
B459,negativo
Por favor dejen de molestar ,negativo
Este número no pertenece a Entel.....es movistar,negativo
Porfavor la emergencia aun no termina soy vulberable ,positivo
No me jodaaaaaaaaaan,negativo
Gracias a Dios,negativo
Carajo dejen de joder  Yo no tengo ningun cr¿dito en efectiva,negativo
Yo no debo ninguna cuota,negativo
Resolucion sbs 1870...2020,negativo
ir malas contestaciones x su trato,negativo
Descuentoss,positivo
No enviar más a este número no es la persona indicada,negativo
"Por favor dejen de enviar mensajes, esta linea esta a nombre de otra persona",negativo
Boy a denunciar,negativo
Srta Carmen no me une ningún vínculo con mi banco nunca he realizad,negativo
DITO PERSONAL. DESCONOZCO CON EXACTITUD SI SE PROCEDIO A UNA REPROG,positivo
Quien eres ah,positivo
"Se han equivocado de numero, la felicidad esta en el interior de cada una de las personas.",negativo
rsona K Tega deuda con ustedes,negativo
No soy Juan. Dejen de llamar y pgtar por personas desconocidas O voy a reportar a indecopi ,negativo
Disculpa pero yo no tengo ninguna deuda con este banco q te pasa no vuelvas a mandarme esta clase de mensajes,negativo
Con quien desea hablar,positivo
Dejen dw joder estamos en cuarentena y x ende no hay plata ,positivo
Putamadre yo no soy la persona que burcan no jodan,negativo
Hola no se quien es usted creo que se equivoco de numero ,negativo
Ya dejen de joder yo no soy lelith,negativo
Cual deuda soy menor de edad?????,negativo
 Vete ah carajo les boy a demandar,negativo
No tengo deuda en ripley,negativo
Hijos de Satanás vayan con sus mentiras al infierno donde vive su p,negativo
Pq no me llaman ,positivo
Sres de SCOTIABANK . Yo no tengo ni una deuda con Ustedes verifiquen bien en su sistema quien es la persona que debe al banco creo que Ustedes estan en l,negativo
"mente, ni adicionar monto alguno que beneficie arbitrariamente a la",negativo
Señores ya les indique que yo no trabajo cpn efectiva dejen de enviar mensajes,negativo
"HOLA buenos dias  ud sta enviando mensaje a la persona equivocada mi nombre es francisca milena. ypushima murayari  con DNI 05852604 y el nro de celular es mio,",negativo
Te bas a la mierda yo ya page,negativo
Disculpen de que debo yo ???,negativo
Yo no tengo ningun crédito y dejen de mandar mensajes o los voy a reportar a Indecopi,negativo
Estas equibocado mi estimado,negativo
La putamadre NO SOY ALFREDO,negativo
Disculpe no se equivoco no soy mayra,negativo
Que pasa yo no debo nada ok y deje de enviar mensajes,negativo
"dó porfavor, porque yo no debo nada de cuotas sr. ",negativo
Este numero no es de El,negativo
ya le he llamado y siguen.,negativo
Ya deje de manda Mierda yo no debo huevadas,negativo
 de otra persona q ni en mi vida la e visto ,negativo
Maricones rectifiquen sus mjs yo no soy el cliente o los denunciare penalmente....,negativo
Su campana ,negativo
Que te lo pague la puta de tu madre,negativo
El usuario de este numero es una empresa corporativa. Evite enviar mensajes de lo contrario tomaré medidas pertinentes.,negativo
Andate a la mierda. Estafadoresde mierda,negativo
Yo no les debo nada cdsumares,negativo
No me. Jodan ,negativo
Vete a la puta,negativo
Trabaja bago de mierda,negativo
tienda y nunca saque nada.voy a denunciar si no me sacan de q debo ,negativo
Numero equivocado?,negativo
Yo no debo a ningun banco ...,negativo
No tengo nada con ONCOSALUD ,negativo
Lo denunciar de estar acosandame,negativo
Estafadores d mierda,negativo
Que efectiva yo no debo creo que  es numero  equibocado,negativo
K no soy Marcelina    no conozco a esa persona,negativo
No jodas ok,negativo
"No soy sr López, ni tengo deudas",negativo
Entiendan q no la conozco y no debo nada dejen de molestar.,negativo
"Cuál cuota hijos de perra, mal parido hijos de puta... que tu vieja",negativo
Yo no debo a efectiba,negativo
Vayance a cobrarle en su tumba y la penalidad preguntes en la administracion del cementerio donde queda su tumba y cobrenle ya que no saben entender ,negativo
 si sigen poniendome otro nombre gracias tenga usted...,negativo
Por favor deje de joder.. me tienen cojudo con sus llamadas y msj.. este numero no pertenece a esa persona ,negativo
Srs no tengo dinerl ni trabajo eston e provincia gtacias.,negativo
Dejen de escribirme no soy cielo,negativo
Que Yanbal yo no devo,negativo
No me jodas,negativo
Cual cuota ctm ,negativo
No me jodan ,negativo
Señores yo no debo ni un sol a la caja ica,negativo
"Cual Francisco mierda, numero equivocado ",negativo
Cuantas veces le voy a decir que yo no soy Beatriz que me deje de estar mandando mensajes,negativo
Favor enviar el mensaje de cobranza a este numero 957660874 ,negativo
Yo No Debo ,negativo
No mande mas mensajes a este numero.,negativo
http://mst.pe/CLAROPROMO,negativo
Disculpen pero me cambie de operador !,negativo
Llama siii,positivo
No soy Fermín... ,negativo
No tengo deuda en ficha entidad. Nunca he sacado prestamo,negativo
Yo no debo por que mandan mensajes,negativo
910929875,positivo
Dejen de joder carajo encima ni contestan estafadores,negativo
No me jodan hijos de puta,negativo
Y no se quien es ?,negativo
No soy su cliente,negativo
Erradó no soy la persona te denunciare,negativo
No tengo ni pa tragar hpt,negativo
"Una vez mas se equivocan yo mo les debo nafa ni tengo prestamos impagos, no me envien nensajes",negativo
Tengo cinco hijos ,negativo
???????? ,negativo
Dejen de joder carajo ,negativo
Numeo equivocado. No soy leisy,negativo
EN LA MANANA HE VENIDO A PAGAR ESTUVO CERRADO UDS SON MUY EXIGENTES YA NO PEDERE NADA POR MAS QUE ME RUEGUEN  ,negativo
 Por qué se esta confundiendo,negativo
Que te debo csm,negativo
"o la vida y te dio educacion la engries que es lo correcto, como a esa gente, y te endeudaron hasta tus boloñas, me INDIGNAAAA por que tengo que correr a",negativo
No tengo ningun contrato con Telefonica asi que abstengase a enviar mensajes ,negativo
Se quieren comunicar conmigo,positivo
"A nombre de quien esta esa deuda disculpe, porque esta es una línea",negativo
Avon,negativo
Aun no tengo plata disponible,positivo
Ok dejen de molestar,negativo
Oe deja de joder no soy ningún eduardo,negativo
Yo no les debo ,negativo
Que mierda quieren carajo yo ya no pertenezco asu programa no quiero que me estén enviando sus mensajes cojudos que no me interesa para nada ,negativo
Número equivocado ,negativo
9400097445,positivo
hasta cuando van ha molestar ?yo no tengo que ver nada para que mierda dan plata luego para  estar jodiendo ella tiene  su casas vayan ha cobrar  hay,negativo
  Yo no soy marina   ,negativo
"No soy su cliente, por favor no me envíen más mensajes",negativo
Wevon no tengo cuentas aprende a estudiar y entra a una universidad mongol :'v,negativo
Reconcha de tu madre después q me estafaron quieres q pague hdp,negativo
Pero con quien ablo,negativo
Este numero es de Movistar ,negativo
Numwero equivocada,negativo
No Jordan no soy jeheremy,negativo
ctm dejenme de estar mandando mensajes q yo no los debo ,negativo
Urgente ,negativo
No me jodan no tengo targeta y nunca e nesitado servicio de dicha empresa,negativo
Cual luciy t confundiste verificar bn el numero gracias ,negativo
Yo no la conozco y no se da toman mi número para mensajes con deuda,negativo
"Sr(a). VALLE, SOLO HASTA EL 15/09 ! ELIMINA TU DEUDA DE BANCO FALABELLA, PAGA EL MONTO DE S/.1333.00, EN LUGAR DEL TOTAL S/.2744.43. MAYOR INF AL 999540016.",negativo
Oye c.....m.... cual deuda,negativo
YA CACHE,negativo
Dejen de joder mierdas les llaman y no contestan hagan lo que se de la gana,negativo
Por favor enviar,negativo
que me hablan no se nada y me llaman diciendome que soy yo mi nombre es otro tengo 60 años y no se de que hablan ya es demadiado el aciso de difetentes n,negativo
Se ha equivocado no soy ningun sr jara,negativo
Rateros,negativo
"Estimados señores  Efectiva yo actualmente NO TENGO NINGUNA DEUDA CON USTEDES, GRACIAS  Maria Pia Zapata Atkins",negativo
De q cuota me hablas si yo no debo a nadies yo no soy morosa yo no trabajo con madies,negativo
Este numero No es de Miguel ,negativo
Por favor no molestar ya los dige,negativo
No soy cliente ya deje de mensajera ,negativo
Y yo les recuerdo que solicito darme de baja o denuncio por tantiiiiiisimo acoso,negativo
"RAUL, NOS SOLIDARIZAMOS CONTIGO POR DEUDA GALLO MAS GALLO, EVITA PAGAR 454 Y CANCELA SOLO CON S/.295 ,LLAMA 940097445 PLAZO MAX 02-09.",negativo
Sensores de la efectiva.no boy a pagar ni un puto sol estafadores de mierda .no boy a pagar de una laptop malogrado q me dieron les voy a denunciar por e,negativo
"No tengo deuda con cencosud , creo que se ah equivocado de numero celular y de persona.",negativo
"Cual deuda, uds se han equivocado ",negativo
Voy a denunciar por hostigamiento... no soy la señora Garcia .... informense,negativo
Con quien hablo disculpa,negativo
Buenas es numero equivocado,negativo
No debo nada no se porque me llaman ,negativo
No molestar ya es hostigamiento su llamada y mensajes.. seran denunciados esta es una de las pruebas. ,negativo
Buenas tardes. Mi nombre es Mariella Arboleda y siempre me estan llegando de cobranza por error. Por favor actualizar sus datos para que no me sigan lleg,negativo
Este numero pertenece a otra persona Miguel silva por favor no enviar mensajes gracias ,negativo
Voy a proceder hacer una denuncia,negativo
No tengo ningún equipo. No molestes ,negativo
Yo no tengo ninguna deuda con uds.,negativo
demia no avia ingreso ,negativo
Sres:  de YANBAL no me molesten yo no debo nada... Si  siguen mandando mensajes les boya denunciar ....,negativo
"Numero equivocado, es la segunda vez, no quiero reportarlo ",negativo
De que hablan y por favor dejen de molestar o los reportare,negativo
Ptm cuántas veces le estoy diciendo k se está ekivocamdo de numero,negativo
Recibí llamadas de su nro. Pero no me hablan,negativo
Vete ala mierda ratas de dos patas,negativo
Gracias de todos modos,negativo
Yo no devo ni mda,negativo
No gracias,negativo
Pendejo te voy a denunciar ,negativo
No me interesa su oferta. Los voy a denunciar si siguen enviando mensajes,negativo
"so omiso a este mensaje, y también seguiré reportando este acoso e ",negativo
Disculpa pero yo no debo,negativo
???????,negativo
Avonâ,negativo
Llamame ,positivo
No es mi numero ,negativo
Oye si reconcha la mil pura de tu madre déjame de joder miarda,negativo
No entiendo nada,negativo
ses que mi esposo fallecio asi que le rogaria no estar mandando mas msjs si no tomare otras medidas gracias,negativo
Saldo,negativo
No quiero reprogramación,positivo
YA SE CANCELO NO JODAN!!! 😠😠,positivo
Fuera mierda,negativo
https://www.facebook.com/100004973563163/posts/1638950999614003/?sfnsn=mo,negativo
Yo no devo nada,negativo
Paran llamandome ,negativo
16729797,negativo
"Por favor eliminen este número de su data, no cuento con ningún cré",negativo
"Por favor dejen de enviar estos mensajed, yo no soy Julia  ni le conozco",negativo
?????????,negativo
quien eres,positivo
Tarado hp,negativo
Ahorita voy corriendo usureros de mierda,negativo
"Sr. Piraña, se puede ir a la mierda con sus equipos, anda vete a joder a otro lado mongol de mrda, te crees muy vivo tarao",negativo
"Hello concha de tu madre aprovecha k mi pichula la tengo al palo, como te gusta mamarlo, aprovecha esta oportunudad para k la traigas a la perra la parip",negativo
Yo no debo a nadies,negativo
Yo ya no tengo ninguna deuda con uds. ,positivo
Metete al culo tu felicidad basura de mierda ,negativo
Buenas tardes disculpe se equivoco de numero este no es de ninguna sr. Lidia por favor dejen de llamar y de mandar mensajes .gracias ,negativo
Perdon a quie. Le estan enviando este mensaje ya que la dueña del celular soy yo ,negativo
Por favor no molestar si no se le denunciara por hostigamiento soy una persona que no tiene. Ningun tipo de deuda,negativo
Por favor dejar de estar llamandome y mandandome mensajes yo no conosco a la persona q ustedes vuscan y no devo a mi vanco por favor ya me viene llamando,negativo
"Acoso financiero, cobrar al que no les debe nada. Por favor, averig",negativo
"Yo no tengo ninguna deuda con ustedes, dejen de mandar mensajes",negativo
Mi cuenta ya está cancelada ya no debo nada,positivo
No tengo ninguna cuenta,negativo
Señores yo no debo nada a entel este numero que me mandan este mensaje no es de entel ,negativo
Quienes son no los conosco,negativo
No soy Victor no lo conozco evite de enviarme mensajes ,negativo
Que chucha me mandan esto si a la persona que buscan ya esta muerta entonses dejen de mandarme esto ,negativo
Se están equivocando de persona ,negativo
126715287922/,negativo
Así??? Una de vaqueros. ,negativo
Buenas yo no soy la señora huansi,negativo
Yo no tengo ningun contrato ,negativo
Disculpe bcuota de que estoy atrasada yo. No debo ok,negativo
No le debo a afectiva,negativo
Fuera concha de tu madre acaso yo trabajo con uebadas,negativo
Kien eres,negativo
Te boy a denusiar mi hermano esta efermo no hay trabajo tu sabes bien ,negativo
Disculpe pero la persona se encuentra enuci del hospital Félix torrealva por favor darle tiempo para q SE recupere ,positivo
Qué pasó???,positivo
No  te  debo carajo ,negativo
Deje de escribirme y llamarme no soy Luzmila ,negativo
RAMACION. POR FAVOR INFORMEME PRIMERO ANTES DE ENVIAR ESTE MENSAJE.,negativo
